project_id,latitude,longitude,neighbourhood_cleansed,price,room_type,accommodates,bedrooms,beds,host_is_superhost,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,availability_365,amenities_count,bathrooms,NEAR_DIST,House_Buffer_metro_500Join,House_Buffer_metro_100Join,House_Buffer_bus_500Join,House_Buffer_bus_100Join,count_shop_500m,count_rest_500m,count_commercial_500m,dist_to_beach,dist_to_park,dist_to_water,dist_to_tour
1650,22.28412,114.15247,Central & Western,490,Entire home/apt,2,0,1,0,0,0,0,30,364,26,1,1023.1910916697088,0,0,127,0,60,385,445,3467.3812217137065,94.00527340637912,158.2650830633547,210.5088008088529
1651,22.27723,114.18196,Wan Chai,217,Entire home/apt,1,1,1,0,0,0,0,29,353,8,1,808.2058254587912,0,0,145,5,51,268,319,3648.5483182612174,129.0531373109199,508.0239234265855,521.7893966049311
1653,22.30858,114.25825,Sai Kung,328,Private room,16,1,1,1,21,0.26,5,1,319,60,1,784.7567628605766,0,0,50,3,12,7,19,1314.8664781819118,150.65977308775663,459.8606881750456,6530.111852904275
1654,22.28783,114.13265,Central & Western,217,Private room,1,0,1,0,0,0,0,29,363,4,1,518.477896517368,0,0,31,3,23,44,67,1692.1705950120615,408.865145919491,750.2700130800342,81.44362718942725
1655,22.30972,114.1705,Yau Tsim Mong,248,Private room,1,0,1,0,0,0,0,29,365,4,1,728.1455999653682,0,0,102,7,49,147,196,2737.1253836318383,86.01615370534431,943.068476513236,301.26740908301144
1656,22.31432,114.17158,Yau Tsim Mong,217,Private room,1,0,1,0,0,0,0,29,364,2,1,1171.988226174739,0,0,93,7,52,158,210,2643.333221127838,244.9953477784392,997.509321271948,365.3686815677024
1657,22.28584,114.13954,Central & Western,506,Entire home/apt,2,0,1,0,0,0,0,28,364,22,1,322.8499514936893,2,0,51,5,39,111,150,2278.8765623303098,133.14712771497057,357.3854022203552,823.4115345778315
1658,22.28418,114.14042,Central & Western,600,Entire home/apt,2,0,1,0,0,0,0,30,364,20,1,267.87699577256006,1,0,60,3,33,97,130,2329.4182766618646,269.63653152536017,258.2949117570738,973.40168167737
1659,22.31188,114.17096,Yau Tsim Mong,217,Entire home/apt,1,0,1,0,0,0,0,29,364,3,1,958.2544523409005,0,0,84,14,35,123,158,2676.425609026193,150.9424697044519,1185.1766100419245,275.9418415603167
1660,22.28135,114.15248,Central & Western,180,Private room,1,1,1,0,0,0,0,29,364,2,1,1110.1461617294085,0,0,58,2,43,360,403,3348.571572528551,208.33014814315624,155.8953355722282,302.8239018899029
1661,22.28214,114.18445,Wan Chai,525,Entire home/apt,2,0,1,0,0,0,0,30,364,14,1,769.7047793570227,0,0,92,4,41,187,228,4161.0256935658845,169.60372264584225,405.56233687234806,340.0845895943637
1662,22.2803,114.18453,Wan Chai,501,Entire home/apt,2,0,1,0,0,0,0,25,364,13,1,792.1696709042607,0,0,133,23,51,249,300,3957.203245566496,332.9276562751388,435.36274546279407,200.17806716894023
1663,22.29007,114.21098,Eastern,180,Private room,1,0,1,0,1,0.03,3,29,363,4,1,815.5322862612948,0,0,39,0,9,35,44,2487.2684523953144,165.29275942015423,397.0125608746155,1377.520751010619
1664,22.29934,114.17478,Yau Tsim Mong,280,Private room,2,0,1,0,1,0.05,3,29,363,4,1,419.54633986646434,1,0,89,0,61,334,395,3755.216672474878,342.87013246830224,154.17879082081942,615.9029443567114
1666,22.28125,114.18159,Wan Chai,595,Entire home/apt,2,0,2,0,0,0,0,26,364,14,1,609.4176878944734,0,0,122,9,52,252,304,4094.47594493542,130.79283127530897,114.69281329488156,324.0344335225081
1667,22.27929,114.18284,Wan Chai,625,Entire home/apt,2,0,2,0,0,0,0,28,364,20,1,780.5295872472132,0,0,149,8,57,280,337,3862.417915277012,313.48737592273454,350.0034955113769,361.1671553739615
1668,22.28009,114.18404,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,363,10,1.5,847.1697869404096,0,0,127,19,54,255,309,3937.9739193232217,374.1167248795739,397.5884720645647,241.5273701803144
1669,22.27794,114.18372,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,7,1,922.1626936096288,0,0,141,2,54,261,315,3703.934413658696,165.0704024635725,522.6778181558841,326.4352569373113
1670,22.28197,114.15552,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,7,1,1381.4530460944432,0,0,153,2,40,351,391,3666.2901554746,63.23370608476509,401.5055767001306,126.38178793410862
1671,22.31241,114.17021,Yau Tsim Mong,188,Private room,1,1,1,0,1,0.01,5,29,341,7,1,978.579043997553,0,0,88,3,40,129,169,2582.424310282357,116.40569316103768,1168.4178696762065,200.97858684078832
1673,22.29678,114.02476,Islands,1400,Entire home/apt,4,2,4,0,55,0.69,4.8,3,310,37,1,8633.292666356305,0,0,15,0,0,0,0,179.90321665067884,958.1775510588216,919.4838186788623,1362.7893970436262
1674,22.28425,114.14923,Central & Western,160,Private room,2,1,1,0,0,0,0,29,363,8,1,691.4424752498619,0,0,86,0,42,220,262,3175.5980333671505,110.3879155816678,259.0553148568349,382.0009125409441
1675,22.30668,114.17293,Yau Tsim Mong,230,Private room,2,1,1,1,114,1.48,4.79,1,270,18,1,706.0432744345256,0,0,88,5,49,162,211,3121.715477224934,430.4887291285624,678.911268411291,290.4394653487257
1676,22.24818,114.15244,Southern,2868,Entire home/apt,7,4,4,0,45,0.57,4.71,2,242,30,2,1554.0303589335829,0,0,66,4,23,24,47,1747.946905900642,260.00325484719906,179.59820634028551,356.53268286161926
1677,22.27698,114.18771,Wan Chai,510,Entire home/apt,2,0,2,0,0,0,0,28,364,21,1,729.4324309798894,0,0,85,1,25,98,123,3579.652685464821,260.99229587115565,859.0419975450044,324.6410342443952
1679,22.2819,114.18437,Wan Chai,680,Entire home/apt,2,0,1,0,0,0,0,30,364,18,1,778.9203521462935,0,0,102,4,46,209,255,4135.105894618793,193.1515596153857,394.4804574592792,323.658617464956
1680,22.28597,114.1493,Central & Western,580,Entire home/apt,2,0,1,0,0,0,0,27,364,13,1,688.6489672801449,0,0,96,3,35,158,193,3265.024097940756,138.54540139031715,166.0907280698429,320.7015176922587
1682,22.27693,114.1823,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,358,4,1,856.1921138280973,0,0,131,8,50,255,305,3610.558077920375,82.25447968164616,550.3893419530575,510.4850319417717
1683,22.40311,113.98042,Tuen Mun,4282,Private room,1,1,1,0,5,0.06,4.8,1,270,15,1,9806.921955607895,0,0,19,0,12,45,57,2654.829690918475,238.83436835068457,378.8494531404679,5707.393441220912
1684,22.31827,114.17252,Yau Tsim Mong,740,Entire home/apt,2,0,1,0,0,0,0,28,363,17,1,811.1190685323241,0,0,142,2,63,201,264,2644.719579473664,131.67935686382205,659.9907935722291,129.27680907030268
1685,22.27659,114.18185,Wan Chai,130,Private room,1,1,1,0,0,0,0,29,363,5,1,844.0934554309432,0,0,124,5,46,239,285,3580.256085680298,92.45474327373948,573.5560535796399,570.1230991242365
1686,22.28223,114.15601,Central & Western,130,Private room,1,1,1,0,0,0,0,29,363,5,1,1422.577550666735,0,0,159,2,38,338,376,3723.579526455336,116.7969891384319,343.94780539848904,167.8400254689193
1687,22.26215,114.00094,Islands,750,Entire home/apt,3,2,3,1,42,0.53,4.69,28,281,17,1,6832.9660872471,0,0,4,0,3,2,5,55.76708760945144,380.9649900926645,566.245955148608,5177.943910371554
1688,22.27651,114.17567,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,7,1,565.1020889153539,0,0,145,2,54,323,377,3724.887934880001,9.009190784158166,96.60087868866896,876.5882954712166
1690,22.32615,114.15997,Sham Shui Po,176,Private room,2,1,1,0,2,0.03,5,29,363,8,1.5,878.6625096568912,0,0,63,0,18,42,60,1386.8294739054527,87.92448017580645,50.03765826356863,497.4145059930692
1691,22.2821,114.1526,Central & Western,137,Private room,1,1,1,0,0,0,0,29,363,6,1,1090.6026716938825,0,0,95,0,51,386,437,3390.140462922321,144.56466533369715,207.09638657811917,317.51841591380247
1692,22.27805,114.1819,Wan Chai,140,Private room,2,1,1,0,0,0,0,29,364,7,1,751.8912051501995,0,0,149,4,53,279,332,3739.255176752923,212.14748007692245,419.70818304136486,488.0250812755126
1693,22.2786,114.17994,Wan Chai,160,Private room,1,1,1,0,2,0.03,5,29,363,7,1,550.6528322986627,0,0,153,10,55,279,334,3834.2066923847656,109.40043921570354,341.10895025252955,608.5521908229299
1694,22.31263,114.17177,Yau Tsim Mong,120,Private room,1,1,1,0,0,0,0,30,364,3,1,1071.2994344854667,0,0,88,5,38,126,164,2722.780018598864,218.92092732894884,1181.4325870818284,363.5086111502892
1696,22.28037,114.18609,Wan Chai,640,Entire home/apt,2,0,1,0,0,0,0,27,364,16,1,636.5947387501899,0,0,128,10,45,209,254,3956.680568804712,302.86853818676406,587.3162265938684,87.19766370069685
1697,22.26887,114.1858,Wan Chai,810,Entire home/apt,5,2,2,0,17,0.22,4.76,4,18,22,1,1612.9423896922287,0,0,20,2,10,25,35,2685.680429607103,103.84461243997936,273.26580229621,1190.9786561427131
1698,22.32165,114.1687,Yau Tsim Mong,463,Private room,2,1,2,0,1,0.01,2,1,77,12,1,313.276947027009,1,0,143,6,62,166,228,2229.057158660752,134.7070705299128,133.96504285879337,186.638854907832
1699,22.3720257,114.1728936,Sha Tin,1794,Entire home/apt,4,2,3,0,1,0.11,5,1,45,29,2,3890.3517516925513,0,0,22,0,3,6,9,6045.899868379084,482.1851109944302,389.1803754725589,2995.9948326022736
1700,22.32174,114.16859,Yau Tsim Mong,283,Private room,1,1,1,0,3,0.04,5,1,80,13,1,302.0755018125872,1,0,144,6,61,166,227,2217.8891328295745,122.57134246941489,121.8750499507037,186.4564429379365
1702,22.30776,114.18623,Kowloon City,700,Private room,3,1,3,0,0,0,0,31,263,13,1,676.6688204435812,0,0,76,6,28,86,114,4307.148603831222,202.8550344241234,331.42266152067685,985.6978212225212
1703,22.30167,114.1746,Yau Tsim Mong,250,Entire home/apt,2,1,1,0,0,0,0,29,365,3,1,678.2233927743895,0,0,76,0,49,249,298,3578.270168989737,457.7712531512559,334.9336454909201,657.9029995435747
1704,22.31159,114.17142,Yau Tsim Mong,217,Private room,2,1,1,0,0,0,0,29,363,4,1,953.8002245926882,0,0,85,14,36,119,155,2732.644215275232,141.772171177139,1158.505411010539,327.02923373565244
1705,22.28613,114.14892,Central & Western,1250,Entire home/apt,4,3,3,1,0,0,0,28,270,44,3,651.49771030773,0,0,89,3,34,136,170,3229.7536787980566,127.56082272195856,126.31964521568436,360.018711990721
1706,22.29835,114.1722,Yau Tsim Mong,8000,Private room,5,0,6,0,21,0.27,4.95,1,269,16,1.5,427.7524444860122,1,0,93,15,56,289,345,3633.311961799107,300.1384039719809,164.80040195556276,412.4257998241248
1707,22.28291,114.14862,Central & Western,552,Entire home/apt,1,0,1,0,0,0,0,27,364,12,1,676.493934101031,0,0,40,8,31,190,221,3051.834669378696,2.8061096708190543,332.5131786061515,520.8570112223248
1708,22.28227,114.18611,Wan Chai,690,Entire home/apt,2,0,1,0,0,0,0,25,364,18,1,598.481181797661,0,0,92,1,35,161,196,4166.918707459148,97.9168007614112,577.0481805362178,294.94795497342324
1709,22.28683,114.14709,Central & Western,525,Entire home/apt,2,0,1,0,0,0,0,27,364,15,1,483.68384280019154,1,0,74,4,27,94,121,3060.9191722878145,92.61502786647804,101.85663185238953,555.6829407209505
1710,22.28546,114.14151,Central & Western,555,Entire home/apt,2,0,2,0,0,0,0,28,364,22,1,116.73227081887948,1,0,62,1,32,94,126,2466.63759472308,232.7587378532681,435.50443257163096,1030.2543722983417
1711,22.28764,114.14777,Central & Western,550,Entire home/apt,2,0,1,0,0,0,0,28,364,15,1,582.1163571792952,0,0,66,7,27,98,125,3149.9644329750945,57.87143592825967,170.44961124786442,510.8458696451749
1712,22.30213,114.01225,Islands,855,Entire home/apt,4,2,3,1,30,0.8,4.97,7,9,58,1,7441.661108135687,0,0,31,2,0,0,0,516.6082163633828,107.76960436627334,333.7654419202323,671.2579746930347
1713,22.30662,114.16973,Yau Tsim Mong,450,Private room,3,1,2,0,0,0,0,1,363,11,1,416.69760550055855,1,0,110,2,59,184,243,2849.258630851541,235.58328598181168,598.348478198601,60.916123756305446
1715,22.27698,114.1878,Wan Chai,510,Entire home/apt,2,0,1,0,0,0,0,25,364,13,1,723.9572763103857,0,0,82,1,23,94,117,3579.778841829276,254.7832046823817,853.4320375660525,328.8185426783294
1717,22.27803,114.18399,Wan Chai,160,Private room,1,1,1,0,0,0,0,30,364,2,1,942.6696804389869,0,0,138,7,55,264,319,3711.20315057569,171.243265631909,532.9999068073689,297.9688413081456
1718,22.31437,114.17115,Yau Tsim Mong,230,Private room,2,1,1,0,0,0,0,29,363,8,1,1154.640673579634,0,0,98,12,52,168,220,2599.38038955641,200.3830570802387,978.4935881887176,354.3107712495796
1719,22.28585,114.13298,Central & Western,248,Entire home/apt,2,0,1,0,0,0,0,29,363,4,1,332.97768649004405,1,0,45,2,29,60,89,1633.4345167395545,301.8648316275707,654.01117867689,254.8297080394594
1720,22.47777,114.11103,North,6326,Entire home/apt,5,3,4,0,1,0.03,5,14,357,60,2.5,3125.923439015932,0,0,6,0,0,3,3,5474.010274669839,824.2970714975633,249.9293660561787,3116.7120911760558
1721,22.28012,114.15241,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,7,1,1166.028745736846,0,0,38,0,34,289,323,3296.305210658777,146.47102406753908,158.78049940767687,314.87198841309936
1722,22.27907,114.17819,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,8,1,381.7287591563012,1,0,165,12,49,245,294,3924.367171734277,216.572975491808,227.3006270894871,608.5703815520243
1723,22.32055,114.16108,Yau Tsim Mong,160,Private room,1,5,4,0,0,0,0,29,363,6,1,860.5460686054022,0,0,68,0,23,39,62,1446.578572738248,137.97003059328478,355.6528982852258,623.9010167284515
1724,22.32557,114.16051,Sham Shui Po,160,Private room,2,1,1,0,1,0.01,4,29,363,8,2,812.1868883684933,0,0,58,0,21,47,68,1426.9411955420676,150.1949490587636,96.64371139822607,482.1498501787141
1725,22.27858,114.18281,Wan Chai,183,Private room,2,1,1,0,0,0,0,29,363,10,2,807.0409442661964,0,0,146,2,57,277,334,3784.73819225148,236.88062720361785,409.7921465148651,380.1300919060026
1726,22.27782,114.18505,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,363,10,2,862.8320663825933,0,0,120,7,50,224,274,3679.601664368353,107.64260153249032,626.4726483995125,238.31359033300456
1727,22.30475,114.17135,Yau Tsim Mong,276,Private room,3,1,2,1,104,1.35,4.86,1,289,18,1,492.60170458950495,1,0,93,14,56,177,233,3105.6058509828736,338.797560146875,417.2767437525495,186.7783241486144
1728,22.2851,114.15064,Central & Western,499,Entire home/apt,2,0,2,0,0,0,0,28,364,17,1,825.0210334069155,0,0,114,2,49,278,327,3348.1558644407687,100.83108056815394,267.9580880764308,209.07640962333093
1729,22.28596,114.14696,Central & Western,570,Entire home/apt,2,0,2,0,0,0,0,30,364,25,1,448.7326259956537,1,0,83,3,33,105,138,3027.8554617991367,75.69357740849455,77.32633424347037,561.8389994820938
1731,22.32747,114.18821,Kowloon City,394,Private room,1,1,1,0,2,0.04,4.5,30,180,28,1,1163.6214353447251,0,0,103,15,17,105,122,4281.364037283655,167.93159030396032,485.5956128463253,1461.9497905367964
1732,22.29953,114.17625,Yau Tsim Mong,217,Entire home/apt,2,1,1,0,0,0,0,29,364,3,1,455.9570330585522,1,0,71,6,45,254,299,3858.418701566771,348.9191001249081,51.83816714210864,649.273691274038
1733,22.27872,114.18121,Wan Chai,1278,Entire home/apt,8,3,5,0,106,1.35,4.67,3,164,27,2,652.9357617685333,0,0,149,9,55,283,338,3823.638066750769,196.2139071164911,328.9447045127208,536.579717524045
1734,22.28409,114.14366,Central & Western,501,Entire home/apt,2,0,1,0,0,0,0,26,364,8,1,182.12611268146136,1,0,58,4,21,78,99,2657.860150672502,96.62916806269332,229.6055592171864,926.8657696530668
1736,22.28626,114.14042,Central & Western,550,Entire home/apt,2,0,1,0,0,0,0,27,364,13,1,246.5875768186864,1,0,51,3,38,105,143,2378.413209144461,233.186046855668,436.6892841006834,900.3433443437734
1737,22.31311,114.17151,Yau Tsim Mong,3000,Entire home/apt,4,1,1,0,8,0.1,4.38,3,364,10,1,1105.2177468284144,0,0,93,8,43,142,185,2679.155304238753,253.5582530177079,1122.7872440106528,350.55787073354685
1738,22.29968,114.17462,Yau Tsim Mong,160,Private room,2,0,1,0,0,0,0,29,363,3,1,458.48797237133857,1,0,87,0,62,332,394,3718.269692828154,383.82100052292975,180.9994845620374,654.3231182350537
1739,22.27915,114.17859,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,363,8,1,404.66182728722566,1,0,154,13,52,251,303,3923.34994370946,203.05838053970268,247.22171308789,584.1040267997776
1740,22.27743,114.18511,Wan Chai,700,Entire home/apt,1,0,1,0,0,0,0,28,364,17,1,883.3237289475788,0,0,110,7,48,208,256,3636.1148026573865,64.6443441755144,660.6928670656556,272.44909196094204
1741,22.30168,114.17487,Yau Tsim Mong,965,Entire home/apt,6,2,3,0,65,0.83,4.82,28,179,28,1,677.9036985782126,0,0,74,0,49,243,292,3599.6950255836773,484.72994151401366,322.73410877893406,678.6357048672523
1742,22.28119,114.152,Central & Western,530,Entire home/apt,2,0,1,0,0,0,0,28,364,14,1,1072.8062346877366,0,0,46,2,40,350,390,3296.0331238729286,158.250872239444,103.40046877179,349.11695518265094
1743,22.28098,114.15345,Central & Western,515,Entire home/apt,2,0,1,0,0,0,0,27,364,10,1,1218.1358880701405,0,0,79,0,41,340,381,3428.540661527602,187.1181266948245,248.5845428397488,198.12471243372715
1744,22.30585,114.17004,Yau Tsim Mong,448,Hotel room,2,1,1,0,25,0.32,4.56,3,364,13,1,396.85809830914474,1,0,105,7,59,186,245,2924.7542661061075,221.40216140283476,512.8341232738612,48.00171068412025
1745,22.31408,114.17195,Yau Tsim Mong,200,Private room,2,1,1,0,1,0.03,5,29,364,5,1,1208.7675088358278,0,0,89,9,51,153,204,2687.63876198577,263.21705067232244,1035.526178909839,397.8372248396121
1746,22.29892,114.17217,Yau Tsim Mong,840,Entire home/apt,2,0,1,0,0,0,0,27,364,16,1,477.26513347985775,1,0,88,10,58,306,364,3587.0880724684357,252.13693039074863,158.67085087885667,464.4813996063199
1747,22.29849,114.17203,Yau Tsim Mong,715,Entire home/apt,2,0,1,0,0,0,0,28,364,21,1,451.06990428528263,1,0,95,14,55,292,347,3609.9526418050255,277.07309651114326,144.48535404944562,416.0687951593218
1748,22.25991,114.19083,Wan Chai,659,Entire home/apt,2,0,1,0,0,0,0,28,363,14,1,2479.332852272222,0,0,10,0,2,0,2,1728.2758981395857,477.0707665194524,597.2476207308524,1185.060901932102
1750,22.31753,114.17914,Kowloon City,625,Entire home/apt,2,0,1,0,0,0,0,27,363,12,1,878.80238749801,0,0,61,1,7,9,16,3331.656330980819,97.16678944663762,1253.3450895258354,791.2692363827483
1751,22.29706,114.17233,Yau Tsim Mong,750,Entire home/apt,2,0,2,0,0,0,0,30,363,24,1,327.7117658847431,1,0,98,4,56,285,341,3744.2038210601545,224.3134399317792,246.58209134854653,311.8652755976848
1752,22.31787,114.18027,Kowloon City,800,Entire home/apt,2,0,1,0,0,0,0,27,363,12,1,766.6591114585541,0,0,47,1,5,1,6,3442.723544008484,104.7293938378677,1341.5044627143727,907.9381394344412
1753,22.3176,114.18009,Kowloon City,800,Entire home/apt,2,0,1,0,0,0,0,28,363,22,1,781.8408903348096,0,0,47,2,5,4,9,3427.8067860509364,113.21005081022574,1337.2641347030433,889.0610878763426
1754,22.31689,114.16975,Yau Tsim Mong,390,Private room,2,1,1,1,89,1.18,4.83,2,203,31,1,850.8610315819294,0,0,130,14,66,218,284,2388.991611363672,220.7626093819024,671.9637025271803,142.19351549443505
1755,22.25769,114.19173,Wan Chai,575,Entire home/apt,2,0,1,0,0,0,0,28,363,11,1,2722.6967335561726,0,0,5,2,2,1,3,1514.3767575714776,261.12709204641806,395.9983413025126,1095.384226573843
1756,22.3169,114.17028,Yau Tsim Mong,295,Private room,2,0,1,0,3,0.04,4.67,7,64,16,1,861.0390769310188,0,0,138,13,68,220,288,2442.211867077777,167.10509804836485,684.3889612828267,99.0457223714219
1758,22.30071,114.17425,Yau Tsim Mong,849,Entire home/apt,10,3,5,0,180,2.29,4.75,28,275,38,1,576.4301759606313,0,0,80,0,55,287,342,3616.037720776172,402.3000759408319,274.9788312943806,707.071653028593
1759,22.30625,114.16625,Yau Tsim Mong,1594,Entire home/apt,7,3,3,0,53,0.68,4.7,2,142,36,1,225.9831934919876,1,0,72,6,37,131,168,2589.9427747895043,231.17156772715117,563.9763611065447,368.3135822462136
1760,22.28035,114.18153,Wan Chai,734,Entire home/apt,2,0,2,0,0,0,0,28,364,16,1,617.9474619528667,0,0,139,12,56,273,329,3996.782385541071,175.0222567075573,173.56924248249967,419.113484811899
1761,22.25936,114.19224,Wan Chai,183,Private room,1,1,1,0,1,0.01,5,29,363,6,1,2537.9206053678636,0,0,7,2,2,1,3,1706.5488773564953,336.5790395491161,447.43979140058576,1249.078689189943
1762,22.25786,114.19039,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,8,1,2605.0724700221094,0,0,5,0,2,1,3,1496.8196215724342,398.2747105796814,533.657313592992,996.2532480589164
1763,22.27889,114.18002,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,8,1,538.6191912722629,0,0,150,9,56,277,333,3864.086949188984,142.54603353323893,308.03184713691144,575.6718297562625
1764,22.2808,114.15218,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,7,1,1108.8285963554274,0,0,44,2,38,325,363,3298.539659075419,149.2787409089974,116.83448747085896,328.4068503847056
1765,22.28626,114.1533,Central & Western,594,Entire home/apt,2,0,1,0,3,0.13,4.67,15,199,29,1,1102.1039921250367,0,0,125,18,46,279,325,3650.424766342759,251.85968073389316,99.43039680676996,95.33352708912808
1766,22.28594,114.15544,Central & Western,641,Entire home/apt,2,0,1,0,1,0.2,2,15,365,29,1,1320.031862309767,0,0,155,9,33,262,295,3830.599754468847,297.2277569810271,237.0294974397657,312.2241875751748
1767,22.28476,114.15338,Central & Western,738,Entire home/apt,2,1,1,0,1,0.01,4,30,365,29,1,1109.0779069706582,0,0,145,2,53,370,423,3582.5489627387733,85.60881774966593,68.86494693182699,171.57033017280335
1769,22.28502,114.15554,Central & Western,627,Entire home/apt,2,0,1,0,7,0.16,4.29,15,320,29,1,1329.948295739758,0,0,162,15,41,341,382,3796.2448750029007,243.0023631676319,241.65428798817044,340.8996761619145
