project_id,latitude,longitude,neighbourhood_cleansed,price,room_type,accommodates,bedrooms,beds,host_is_superhost,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,availability_365,amenities_count,bathrooms,NEAR_DIST,House_Buffer_metro_500Join,House_Buffer_metro_100Join,House_Buffer_bus_500Join,House_Buffer_bus_100Join,count_shop_500m,count_rest_500m,count_commercial_500m,dist_to_beach,dist_to_park,dist_to_water,dist_to_tour
1492,22.24676,113.98126,Islands,1800,Entire home/apt,6,4,4,1,47,0.57,4.89,4,126,44,3.5,6247.629004041864,0,0,4,2,0,1,1,927.1957130493646,505.8723921980847,2242.292677850666,7561.734871458313
1493,22.31947,114.16962,Yau Tsim Mong,683,Entire home/apt,4,0,2,0,152,1.82,4.78,1,111,37,1,568.4440561041041,0,0,140,21,75,211,286,2333.0843267275336,286.8786983013424,392.5416856306151,221.11138560561304
1495,22.32762,114.1659,Sham Shui Po,515,Entire home/apt,2,0,1,0,2,0.02,5,60,363,30,1,429.045412701834,1,0,93,8,38,122,160,2019.047179365053,68.97179405821413,589.6614967026445,327.33826051301367
1496,22.32781,114.1654,Sham Shui Po,447,Entire home/apt,2,0,1,0,0,0,0,60,363,30,1,476.88249716236606,1,0,100,8,41,133,174,1974.706647562223,17.928467312577283,632.0997167947397,339.3756802950703
1497,22.32758,114.16744,Sham Shui Po,505,Entire home/apt,2,0,1,0,4,0.09,5,30,269,30,1,357.2843750301342,1,0,90,1,35,113,148,2172.0082026738114,42.53663249158625,535.5864027399612,288.514176956906
1498,22.32781,114.16738,Sham Shui Po,447,Entire home/apt,2,0,1,0,4,0.09,4.25,30,343,30,1,383.49070924499415,1,0,91,2,34,113,147,2172.014608671151,68.383552199633,561.7573964204993,268.4030747393372
1499,22.32778,114.16607,Sham Shui Po,379,Entire home/apt,2,0,1,0,1,0.01,3,30,283,30,1,434.11248643262417,1,0,92,8,36,126,162,2040.4727096031768,85.30795740136851,598.4646906934465,349.0889637109776
1500,22.32748,114.1668,Sham Shui Po,505,Entire home/apt,2,0,1,0,0,0,0,30,55,30,1,369.005077839088,1,0,98,5,34,122,156,2105.2996278493947,74.08278820961999,540.8691926569853,330.64453752045324
1501,22.3276,114.16705,Sham Shui Po,447,Entire home/apt,2,0,1,0,1,0.03,5,60,363,30,1,371.4005525151941,1,0,95,5,32,118,150,2133.4487944804355,60.89929439373324,546.4914741933658,305.49484978503216
1502,22.28521,114.15101,Central & Western,553,Entire home/apt,2,0,1,0,2,0.02,5,300,364,12,1,862.6768646482486,0,0,116,2,50,292,342,3387.498545237629,127.52889465916392,228.86138981425583,170.03094105859134
1503,22.3084,114.26019,Sai Kung,338,Private room,16,1,1,1,38,0.46,5,1,364,64,1,906.8502499364787,0,0,56,7,14,7,21,1378.5679349708137,84.2464033233171,473.6952911010316,6634.951040849349
1504,22.28794522105716,114.13990915032,Central & Western,1620,Entire home/apt,2,1,1,0,41,1.42,4.76,5,364,42,0,395.7559872913448,1,0,46,5,37,94,131,2383.784670837566,296.5391627749178,591.5148118362414,829.1233881361355
1505,22.32451,114.16439,Yau Tsim Mong,379,Entire home/apt,2,0,1,0,0,0,0,30,0,30,1,403.0519472815965,1,0,93,0,38,102,140,1806.541977206577,134.52217720069908,428.1704992914543,78.8492621441387
1506,22.31422,114.17457,Yau Tsim Mong,447,Private room,2,1,1,1,128,1.55,4.87,2,241,27,1,1304.4285293161515,0,0,74,0,24,88,112,2942.041241747412,199.12197585630128,1146.0939817336111,496.3338116789183
1507,22.29308,114.01463,Islands,893,Entire home/apt,4,0,2,0,12,0.14,4.42,30,180,43,1,7561.024295468902,0,0,32,0,7,14,21,503.8102706768291,188.4634961999971,223.09109688665637,1506.5433143747086
1509,22.33063,114.16085,Sham Shui Po,160,Private room,1,5,1,0,0,0,0,29,363,9,1,724.6340876987044,0,0,121,7,41,184,225,1661.4568253021798,386.5677857673656,266.6286448272129,119.54976565581686
1510,22.28123,114.18536,Wan Chai,490,Entire home/apt,2,0,1,0,0,0,0,28,364,22,1,685.6508593170735,0,0,120,1,46,212,258,4054.847330617773,209.31294677598012,497.2960361192896,204.8213520592206
1511,22.32715,114.16523,Sham Shui Po,485,Entire home/apt,2,0,1,0,5,0.1,4.8,15,52,30,1,435.0033370230335,1,0,97,1,36,115,151,1939.4895138903348,65.35005727113014,579.0378948819191,265.2513782951901
1512,22.32756,114.16706,Sham Shui Po,505,Entire home/apt,2,0,1,0,0,0,0,21,297,30,1,366.8894108096939,1,0,95,5,32,116,148,2133.4121154244785,56.99086262405403,541.9454551725067,308.74494035177247
1513,22.32731,114.16705,Sham Shui Po,447,Entire home/apt,2,0,1,0,0,0,0,20,294,30,1,341.4674652926682,1,0,91,5,35,119,154,2126.117573243312,43.205966042429765,515.4804095188899,333.2749995998236
1514,22.32762,114.16677,Sham Shui Po,432,Entire home/apt,2,0,1,0,4,0.11,4.5,30,79,30,1,384.3931507710661,1,0,98,5,34,122,156,2105.953477315739,84.42652796502591,556.5834452717469,319.75497484421385
1515,22.3269,114.16527,Sham Shui Po,505,Entire home/apt,2,0,1,0,0,0,0,60,363,30,1,413.3740042784648,1,0,92,1,38,115,153,1937.239037922736,93.06124693780974,553.9552608784799,237.856741549545
1516,22.32742,114.16715,Sham Shui Po,160,Private room,1,1,1,0,0,0,0,30,363,10,1,349.14189885622187,1,0,92,3,35,116,151,2138.880030715274,39.71618168176565,524.628342933567,317.6595397919981
1517,22.28196,114.1843,Wan Chai,530,Entire home/apt,2,0,1,0,1,0.01,5,28,364,15,1,785.7989538374253,0,0,99,4,46,204,250,4142.261657715991,194.1693439868927,387.86304877273807,333.35378714988565
1518,22.3278,114.16911,Sham Shui Po,160,Private room,2,1,1,0,0,0,0,29,363,10,1,379.685647504925,1,0,80,0,30,89,119,2345.098084756152,183.5284372804097,555.9671459197593,243.74393138292356
1519,22.2812,114.15288,Central & Western,160,Private room,1,1,1,0,0,0,0,31,363,10,1,1154.5610029519878,0,0,70,0,42,353,395,3381.457302079126,226.3918013698673,192.23065022044509,259.361548795281
1521,22.32967,114.15976,Sham Shui Po,183,Private room,2,5,1,0,0,0,0,29,363,8,1,745.1838481719569,0,0,103,8,29,155,184,1511.287544986964,284.4506116068677,239.0030782702547,233.36919827926457
1522,22.3136,114.17053,Yau Tsim Mong,217,Entire home/apt,1,0,1,0,0,0,0,29,364,5,1,1113.17000417577,0,0,89,13,48,154,202,2565.7807173705864,178.93670897697737,1045.0338487760062,285.2491747901663
1523,22.2975,114.17192,Yau Tsim Mong,557,Private room,2,1,2,0,3,0.04,2.67,1,270,14,1,389.3646144628636,1,0,97,5,55,285,340,3679.811023880761,228.23409590292476,187.23045962354507,319.6496045174359
1524,22.28397,114.13097,Central & Western,130,Private room,2,1,2,0,0,0,0,31,363,11,1,404.4251852953875,2,0,61,4,33,104,137,1372.1201183066182,128.0167856745481,392.11490193363886,445.19217017628847
1525,22.29114,114.19723,Eastern,450,Entire home/apt,2,1,1,0,0,0,0,25,363,13,1,363.96410300406353,1,0,86,6,32,72,104,3814.070152455101,202.48157787896173,366.5607592047893,47.52144567436075
1526,22.28326,114.1561,Central & Western,1000,Entire home/apt,3,2,2,0,0,0,0,28,364,15,1,1407.6262944449732,0,0,179,14,39,348,387,3772.768874075682,186.92843768422557,311.96046994833694,278.6848284661045
1527,22.27773,114.17783,Wan Chai,186,Shared room,8,1,8,0,37,0.48,4.73,1,342,44,1,483.28603933908994,1,0,150,10,52,241,293,3789.8134520231015,125.39036052822432,284.7781173605526,759.2993601930448
1528,22.27731,114.17587,Wan Chai,186,Shared room,8,1,6,0,2,0.03,4.5,1,365,43,1,476.8741245536777,1,0,163,15,60,318,378,3802.454505917029,91.75314111439675,176.3459225791946,795.718563405271
1529,22.27937,114.17816,Wan Chai,186,Shared room,8,1,8,0,1,0.01,5,1,365,42,1,355.70418527650804,1,0,158,4,49,244,293,3957.367472478552,237.7677936984496,199.24554531238147,580.0057324925888
1530,22.27934,114.17647,Wan Chai,186,Shared room,8,1,6,0,6,0.08,4.5,1,362,44,1,264.2602248659457,1,0,143,2,54,251,305,3999.1436871851256,173.8326897622243,160.89502985574077,607.8026239194636
1531,22.28408,114.14275,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,9,1,150.42097195773147,1,0,52,5,23,80,103,2564.893034252718,86.97971319959406,249.11027270483896,1018.5804355689944
1532,22.28499,114.14312,Central & Western,190,Private room,2,1,1,0,2,0.04,4.5,29,363,10,1,69.62343859622052,1,1,63,1,27,84,111,2619.017660366843,143.6116466138579,334.846879763047,964.3019214812082
1534,22.279,114.17855,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,363,10,1,413.08705700285685,1,0,156,11,52,249,301,3908.12818820737,192.10811427247157,256.53936553473073,601.0667448394262
1535,22.32797,114.16787,Sham Shui Po,160,Private room,2,1,1,0,0,0,0,29,363,10,1,391.79847267707765,1,0,84,0,36,106,142,2225.2884205392265,95.96084805491192,572.2865261836552,231.90914511374265
1536,22.30461,114.17071,Yau Tsim Mong,367,Private room,4,0,2,0,35,0.43,4.8,1,209,14,1,425.37686235626137,1,0,102,7,59,179,238,3062.0992677722534,275.45398569764,383.8422218635369,142.14619814020324
1537,22.27866,114.18162,Wan Chai,160,Private room,1,1,1,0,1,0.01,5,29,363,9,1,693.1745891285609,0,0,150,9,57,276,333,3810.382206148855,227.72713686948,346.45297066737334,496.4839020101306
1538,22.27876,114.18196,Wan Chai,160,Private room,2,1,1,0,0,0,0,29,363,9,1,719.326363767287,0,0,145,10,61,281,342,3816.129827268487,263.7486797428726,349.0077862979274,459.90215056538193
1539,22.28295,114.23046,Eastern,2793,Entire home/apt,8,3,4,1,100,1.21,4.84,1,355,53,2,450.2252091356264,1,0,18,0,7,28,35,1729.459816755373,67.05112039338584,533.2718294672711,3501.730191156777
1540,22.3103,114.17157,Yau Tsim Mong,160,Private room,1,1,2,0,0,0,0,29,363,9,1,844.4305222089814,0,0,91,8,36,112,148,2806.2117932235105,77.98034378883001,1019.5301376957456,391.43194466701664
1541,22.29094,114.19392,Eastern,160,Private room,1,1,1,0,1,0.02,5,29,363,15,1,379.1020756099916,1,0,48,1,24,64,88,4152.57565711206,239.0567097918597,41.383979816620254,388.40026580160463
1542,22.31439,114.17198,Yau Tsim Mong,180,Private room,2,1,1,0,0,0,0,29,363,8,1,1177.1814335284853,0,0,99,6,50,153,203,2680.493534971104,284.556370141028,1004.63471604437,364.2526834335487
1544,22.29615,114.02123,Islands,2000,Entire home/apt,2,1,1,0,95,1.15,4.73,2,177,22,1,8264.579407655247,0,0,37,1,7,10,17,241.6001516958099,610.1281358559174,572.4130103478492,1241.776350474971
1545,22.32555,114.16024,Sham Shui Po,160,Private room,2,0,1,0,0,0,0,30,121,6,2,839.368099441039,0,0,59,0,21,44,65,1399.2287411187242,125.0767621987753,71.66479619709868,509.1178151606618
1546,22.29866,114.1714,Yau Tsim Mong,174,Private room,1,0,1,0,0,0,0,30,180,6,1,510.82774398962096,0,0,85,10,55,283,338,3550.637221501263,225.3403674431694,77.7322403335938,404.141286237817
1547,22.31256,114.17026,Yau Tsim Mong,190,Private room,2,1,1,0,0,0,0,30,364,5,1,995.9021617819752,0,0,90,3,42,131,173,2580.860295947955,132.9239175021461,1152.8771999993053,209.5892753030788
1548,22.28073,114.18325,Wan Chai,240,Private room,1,0,1,0,0,0,0,30,90,3,1,785.2795296227652,0,0,126,11,53,259,312,4016.2013965112487,310.69575602280645,295.1184592304216,340.34743944982256
1551,22.30584,114.17053,Yau Tsim Mong,322,Private room,3,1,2,1,11,0.14,4.82,1,233,27,1,442.07360746252624,1,0,105,8,59,184,243,2966.403228744149,267.9540526087246,515.2905114256255,89.00476092593486
1552,22.30431,114.17042,Yau Tsim Mong,301,Private room,2,1,2,1,82,1,4.78,1,247,29,1,393.5565900110189,1,0,102,2,60,185,245,3058.7820222247537,254.56293703138564,345.8409567501342,151.36372748646377
1553,22.3056,114.17044,Yau Tsim Mong,183,Private room,1,1,1,1,19,0.23,4.79,1,221,25,1.5,423.4035014832033,1,0,106,7,57,182,239,2974.3718545159254,251.359256339237,487.8348768365406,72.92675511465198
1554,22.28079,114.15053,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,8,1,961.9154512165178,0,0,41,3,25,250,275,3138.662426228316,37.72981898528285,53.21974806883277,498.4535123049452
1555,22.28359,114.12588,Central & Western,230,Private room,1,1,1,0,0,0,0,30,363,11,1,367.4448890599516,1,0,39,2,22,80,102,860.6776211478302,171.05816133902874,143.0319046897573,779.9899436407753
1557,22.28201,114.15226,Central & Western,160,Private room,1,1,1,0,0,0,0,29,363,10,1,1061.2206792478432,0,0,84,3,49,380,429,3353.909520460521,140.7571595713596,174.1875662995272,345.453438123692
1558,22.31494,114.16864,Yau Tsim Mong,183,Private room,1,1,1,0,1,0.01,1,29,363,8,1,1054.1837346956167,0,0,101,0,60,179,239,2333.769411905254,67.79370899827747,873.4662223751124,318.1868477424961
1559,22.31229,114.17235,Yau Tsim Mong,183,Private room,1,0,1,0,0,0,0,30,364,5,1,1070.6684854972495,0,0,84,0,33,120,153,2792.0526239769238,161.23106615240027,1235.8888663222904,418.8399945386969
1561,22.27714,114.17727,Wan Chai,575,Entire home/apt,1,0,1,0,0,0,0,28,364,10,1,521.4298163983032,0,0,136,6,56,254,310,3742.219796955477,97.5969909334518,197.7212453852341,842.3470123674566
1563,22.31439,114.16883,Yau Tsim Mong,250,Entire home/apt,1,1,1,0,0,0,0,30,330,5,1,1115.8397593693005,0,0,100,0,58,169,227,2371.553581573992,52.111472294159405,935.0939069073688,261.2168083606924
1564,22.27881,114.16923,Wan Chai,243,Shared room,2,1,8,0,4,0.05,3.5,30,75,9,1,734.5176969226347,0,0,129,1,37,222,259,4214.972657141104,37.3991077486974,287.2682439858848,762.5999150363366
1565,22.27767,114.17592,Wan Chai,668,Private room,4,1,2,0,40,0.49,4.15,1,346,45,1,437.2926336472787,1,0,167,14,60,309,369,3838.807131122415,72.51251615238273,215.45164726450707,758.8705764195057
1566,22.31603,114.17422,Yau Tsim Mong,772,Private room,4,1,2,0,31,0.38,4.52,1,32,15,1,1114.5025965126724,0,0,83,0,40,130,170,2859.280377260811,21.238804368320384,962.8708899638272,335.7644717821943
1567,22.3158,114.17233,Yau Tsim Mong,677,Private room,3,1,2,0,16,0.2,4.19,1,29,16,1,1044.382378225826,0,0,114,2,60,182,242,2674.8113966483425,168.17713949820762,877.4977348482837,222.9382870101337
1568,22.38069,114.27096,Sai Kung,1228,Entire home/apt,4,2,3,0,279,3.43,4.93,28,175,53,1,7242.139559720682,0,0,24,0,9,37,46,967.7688853628576,72.4917955498733,391.26038452406215,1870.006889547408
1569,22.29994773864746,114.1748275756836,Yau Tsim Mong,865,Entire home/apt,6,2,3,0,112,1.39,4.78,28,186,21,1,486.4159464441924,1,0,78,0,57,305,362,3715.630301474554,405.9838603806066,176.03383744652945,683.0072335122895
1570,22.28608,114.19084,Wan Chai,1200,Entire home/apt,6,2,4,1,0,0,0,28,180,63,1,303.3483737934217,2,0,47,2,23,83,106,4593.374478383369,121.6607835444521,583.4110737436404,853.7841151951794
1571,22.32216,114.16992,Yau Tsim Mong,160,Private room,2,1,1,0,0,0,0,29,363,10,1,303.91862363620623,1,0,147,0,57,162,219,2356.170624000843,175.1000510406373,174.14699255131825,90.50949203458094
1572,22.288866,114.193657,Eastern,1176,Entire home/apt,5,2,4,1,3,0.04,5,28,360,33,1,148.5204090577335,1,0,71,9,32,79,111,4230.100235613668,165.40814781400198,194.02394009866944,491.36814628368114
1573,22.31179,114.17059,Yau Tsim Mong,1322,Entire home/apt,4,2,4,0,13,0.17,4.85,2,279,18,1,932.0347734345661,0,0,85,14,35,123,158,2645.3829907897098,111.5544847799278,1172.433762734656,239.12547358032597
1574,22.45953,114.20611,Tai Po,1229,Private room,2,1,1,0,1,0.01,5,1,90,19,1,4006.0548438769815,0,0,8,0,0,0,0,818.9443196983455,527.4771524724218,441.9080591749546,2557.4853798617632
1575,22.28047,114.18157,Wan Chai,250,Entire home/apt,2,0,1,0,0,0,0,29,364,4,1,619.1101273166377,0,0,133,12,55,273,328,4009.3163316878936,168.81479160357551,165.50324692807658,407.0317072461367
1576,22.29707,114.17238,Yau Tsim Mong,368,Private room,4,1,2,0,52,0.65,4.67,1,255,14,1,323.84979532709167,1,0,97,4,56,284,340,3746.9921450274246,229.13517086907493,248.8350697343261,313.5293488893552
1577,22.29707,114.17238,Yau Tsim Mong,405,Private room,4,1,2,0,74,0.9,4.39,1,259,14,1,323.84979532709167,1,0,97,4,56,284,340,3746.9921450274246,229.13517086907493,248.8350697343261,313.5293488893552
1578,22.29707,114.17238,Yau Tsim Mong,341,Private room,3,1,2,0,100,1.23,4.55,1,258,16,1,323.84979532709167,1,0,97,4,56,284,340,3746.9921450274246,229.13517086907493,248.8350697343261,313.5293488893552
1580,22.32183,114.16862,Yau Tsim Mong,463,Private room,2,1,2,0,12,0.15,4.33,1,77,10,1,292.4896542388946,1,0,144,8,62,167,229,2221.1877868714123,113.407491977901,112.68328280455366,177.11401673865208
1581,22.31198,114.17217,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,29,363,7,1,1031.8182604261156,0,0,87,0,33,119,152,2787.375178739851,187.8362798602924,1213.603551159431,399.8476242142361
1583,22.31415,114.17186,Yau Tsim Mong,190,Private room,2,1,1,0,0,0,0,28,364,5,1,1198.5340104774275,0,0,91,9,51,156,207,2676.47047201262,275.30244877616235,1025.0086719327005,389.06073800873247
1587,22.28045,114.18309,Wan Chai,180,Private room,1,1,1,0,0,0,0,29,363,9,1,773.4774574969146,0,0,132,12,54,264,318,3987.117366735227,305.0655740528021,292.1019159278087,346.2161205395677
1590,22.297647677627847,114.28703438598924,Sai Kung,316,Private room,1,1,1,0,6,0.08,5,1,362,30,2,1898.0886227222115,0,0,5,0,1,1,2,842.1966727932619,1088.8697011266236,1365.859506802087,4765.455403696983
1592,22.29706,114.17271,Yau Tsim Mong,549,Entire home/apt,2,0,1,0,4,0.06,4.5,30,82,22,1,294.6172368107452,1,0,99,3,56,286,342,3771.529539762831,256.95432272353804,257.9880797161346,318.2285253688625
1593,22.29694,114.17279,Yau Tsim Mong,449,Entire home/apt,2,0,1,0,17,0.21,4.41,30,81,22,1,280.3914019308908,1,0,99,0,56,282,338,3786.788854159898,257.64139043302606,248.88168853723792,307.30331460539
1594,22.3376,114.1942,Wong Tai Sin,403,Entire home/apt,1,0,1,0,58,0.72,4.88,30,243,27,1,719.236939523762,0,0,68,2,22,65,87,5129.5381867770375,90.01452085020792,138.03426432413323,2467.263307340015
1595,22.32945,114.16714,Sham Shui Po,160,Private room,1,1,1,0,0,0,0,29,363,6,1,565.9529476430617,0,0,93,3,32,118,150,2199.5222978221755,88.49778142790495,744.8609300903306,160.59304970856115
1596,22.314,114.16767,Yau Tsim Mong,766,Entire home/apt,10,3,4,0,185,2.28,4.69,28,233,37,1,1086.8479715530548,0,0,97,0,50,133,183,2274.017992765539,39.94578702750332,979.9665583207278,221.4980005073249
1599,22.21277,114.0285,Islands,440,Entire home/apt,2,1,1,0,557,6.85,4.54,1,255,17,1,12343.878958550999,0,0,0,0,3,19,22,271.2364391543247,157.559158723709,572.6704861803228,10455.07561163268
1600,22.28906,114.14455,Central & Western,160,Private room,2,1,1,0,0,0,0,29,363,10,1,446.9936006439772,1,0,44,1,16,48,64,2876.024767977088,123.66825279124996,184.7130820775304,877.2948958742654
1601,22.28658,114.1335,Central & Western,1500,Entire home/apt,6,2,4,1,6,0.13,4.83,30,179,45,1,354.8599116074648,1,0,41,2,27,52,79,1712.833216923418,384.5036465384141,657.2497822478408,223.41161931358667
1604,22.2744557,114.1689973,Wan Chai,2000,Entire home/apt,6,3,4,0,0,0,0,1,103,35,2.5,1050.6489285154976,0,0,55,2,22,166,188,3800.167200696815,135.68368245222908,272.1763783044017,1167.8311649245902
1605,22.28511,114.13398,Central & Western,1403,Entire home/apt,6,2,4,1,4,0.05,5,30,363,61,1,201.31575499861185,1,0,48,1,31,63,94,1705.1073997631902,245.9097938361575,523.676111801379,378.4833318824353
1607,22.28109,114.18226,Wan Chai,685,Entire home/apt,2,0,1,0,1,0.01,5,28,364,11,1,679.6118733806533,0,0,129,6,51,248,299,4067.57760621864,202.0142053846096,185.6541210010159,366.03134863697227
1608,22.28218,114.18544,Wan Chai,1100,Entire home/apt,1,2,2,0,0,0,0,28,364,26,1,667.6154374533329,0,0,110,5,39,188,227,4159.537571289859,105.12024627955888,507.3000506110399,298.47877698776426
1609,22.28062,114.18265,Wan Chai,534,Entire home/apt,2,0,1,0,0,0,0,30,364,13,1,725.7135793478643,0,0,135,5,54,258,312,4010.977616342052,255.9703164178227,243.14480044056003,394.9895772715399
1610,22.27879,114.18539,Wan Chai,385,Entire home/apt,1,0,1,0,0,0,0,30,364,13,1,775.6394209890371,0,0,129,4,50,226,276,3784.841378641433,217.6987352246336,589.1884946747829,132.8741620939698
1611,22.27947,114.17983,Wan Chai,280,Private room,2,1,1,0,0,0,0,29,364,4,1,488.26816593232286,1,0,155,10,56,280,336,3930.895413213555,203.4018198623657,250.22615521933844,514.9370997131534
1612,22.28013,114.15475,Central & Western,180,Private room,1,0,1,0,0,0,0,29,364,3,1,1379.1182770545745,0,0,81,5,40,312,352,3526.269968384472,206.44733454298137,297.2661388385882,100.87664477127733
1613,22.27761,114.17731,Wan Chai,1400,Entire home/apt,6,2,4,1,1,0.02,5,60,179,32,1,473.70663947616106,1,0,143,9,57,257,314,3791.153326513268,74.0132008152452,243.0271704974967,793.539361715594
1614,22.28551,114.19159,Wan Chai,2220,Entire home/apt,2,1,1,0,0,0,0,15,363,33,1,288.5911791645582,2,0,64,4,27,84,111,4538.926392610024,144.71835506877355,606.5587080204584,848.7728213936318
1615,22.28506,114.19017,Wan Chai,1200,Entire home/apt,6,2,4,1,2,0.03,4.5,28,270,57,1,356.9156117160446,2,0,49,0,20,75,95,4483.9999689676,251.30889159709355,715.7795364116463,721.46140113202
1616,22.28076,114.17283,Wan Chai,400,Entire home/apt,2,1,1,0,54,0.67,4.61,28,38,27,1,309.4672095062221,1,0,136,3,38,172,210,4266.464720324213,407.9117260060922,137.0779836308721,396.9935129345811
1617,22.27825,114.23971,Eastern,1700,Entire home/apt,5,2,2,0,0,0,0,30,83,18,1.5,174.67482904899984,1,0,6,1,5,3,8,2106.905652026408,204.94395131993937,56.54242523248945,4565.229419778103
1618,22.28375951558663,114.149550832808,Central & Western,837,Entire home/apt,2,0,1,0,9,0.37,5,6,83,33,1,735.7175689559211,0,0,61,4,42,259,301,3179.7558866098866,47.277799032757066,322.3310084414433,386.7570776755706
1619,22.28412,114.1519,Central & Western,900,Entire home/apt,2,1,1,1,18,0.84,4.94,3,36,28,1,965.0836825578256,0,0,115,3,54,362,416,3414.38367673089,132.52187878889592,193.99408894100597,216.92471446667167
1620,22.28683,114.15175,Central & Western,507,Entire home/apt,2,0,1,0,1,0.01,5,28,364,14,1,951.2052833732099,0,0,104,6,41,211,252,3530.7952119609317,321.6658343556724,222.2930581683108,112.6388221944066
1621,22.32029,114.17164,Yau Tsim Mong,428,Private room,3,1,3,0,22,0.28,4.55,1,333,10,1,575.3050800831388,0,0,143,2,68,186,254,2534.539565913437,111.33609431719005,437.0614012673596,280.7385204266624
1622,22.32051,114.17169,Yau Tsim Mong,600,Private room,4,1,4,0,1,0.01,5,1,337,15,1,559.1682934646193,0,0,143,3,66,181,247,2538.6589222096463,88.06052921748903,425.9346032276702,305.5769786811021
1623,22.29829978942871,114.17340850830078,Yau Tsim Mong,2350,Entire home/apt,4,1,1,1,131,1.63,4.89,3,229,45,1,348.3741644941613,1,0,101,0,56,304,360,3726.896929872247,326.43734093422603,288.07257571167634,469.7612994333023
1624,22.30165,114.17169,Yau Tsim Mong,750,Entire home/apt,2,0,1,0,0,0,0,30,364,15,1,597.4155493217829,0,0,81,7,60,288,348,3346.9978396564347,191.33723798667285,158.86194264412305,473.46003491663856
1628,22.27759,114.18006,Wan Chai,160,Private room,2,6,1,0,0,0,0,29,363,6,2,633.5227733286641,0,0,136,9,51,272,323,3722.138075557949,37.142201652216514,449.9236676914155,683.6718815270295
1629,22.28049,114.18636,Wan Chai,634,Entire home/apt,2,0,1,0,0,0,0,28,364,15,1,605.9455391798696,0,0,128,3,43,199,242,3969.19799773301,294.3978547905905,611.5104193096776,97.0501643281698
1630,22.28141,114.18622,Wan Chai,600,Entire home/apt,2,0,1,0,0,0,0,28,364,15,1,594.9454940015934,0,0,116,1,39,188,227,4071.407549928289,191.96876561285052,584.4718068958814,199.1727337294116
1631,22.285515420308727,114.15032940115384,Central & Western,560,Entire home/apt,2,0,1,0,1,0.55,5,7,85,16,1,792.2287477118653,0,0,109,0,42,235,277,3342.343416783357,142.9258802104643,279.1969040241973,221.7322856879165
1632,22.29173,114.20296,Eastern,230,Private room,2,1,1,0,0,0,0,29,363,8,1,244.89744755154928,1,0,90,21,19,48,67,3223.501077228326,78.80111164039431,411.784298353632,547.2730728295938
1633,22.28072,114.18596,Wan Chai,585,Entire home/apt,2,0,1,0,0,0,0,28,364,16,1,637.6954777881641,0,0,129,6,44,209,253,3995.853701279321,262.94990334968327,566.1647784525296,128.171784574928
1634,22.2799,114.18433,Wan Chai,560,Entire home/apt,2,0,1,0,0,0,0,25,364,12,1,825.0451663928893,0,0,132,24,54,253,307,3914.5735743786017,346.2668145529317,433.64983961893023,208.24207471532213
1635,22.28272,114.15011,Central & Western,10851,Entire home/apt,2,0,1,0,14,0.17,4.93,22,365,14,1,826.2042173189245,0,0,44,7,42,289,331,3181.424621673681,58.96280242352007,220.85089477278564,435.6712426141907
1636,22.30093,114.17404,Yau Tsim Mong,772,Entire home/apt,5,2,3,0,95,1.18,4.76,28,82,25,1,603.970506836098,0,0,79,0,58,275,333,3583.8715822845847,383.34649099092826,307.35779832094573,674.4886692942019
1638,22.31058,114.18854,Kowloon City,200,Private room,4,0,1,0,0,0,0,29,364,4,1,714.0569130992188,0,0,78,0,18,41,59,4436.804781414766,249.97170536227185,388.98781297883056,593.1018722070431
1639,22.28612,114.20073,Eastern,248,Private room,2,1,2,1,2,0.03,5,60,67,12,1,530.3450168768286,0,0,40,2,5,6,11,3630.431813731318,124.6554145576726,165.7712215090539,650.2500813113703
1641,22.29911,114.17331,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,30,363,3,1,432.9159263334963,1,0,97,0,64,317,381,3658.4816331296433,338.541852153707,277.984243311827,548.3351722022892
1644,22.28614,114.19888,Eastern,339,Private room,1,1,1,1,34,0.43,4.88,28,56,23,1,562.2982823329721,0,0,56,1,9,11,20,3807.253592714995,233.9280763261358,351.2795896203156,580.1387295900465
1645,22.28777,114.14964,Central & Western,1422,Entire home/apt,3,1,3,1,8,0.1,4.25,28,270,51,1,766.0918677064675,0,0,79,9,27,117,144,3340.524823935652,149.76492281870722,272.5701170739664,345.13301499708973
1646,22.28339,114.18518,Wan Chai,534,Entire home/apt,2,0,2,0,0,0,0,30,364,15,1,705.172420165906,0,0,65,0,27,115,142,4294.659420015312,67.18244393718854,515.2116418094718,434.5118319796129
1647,22.30513,114.17057,Yau Tsim Mong,393,Entire home/apt,6,0,6,0,110,1.38,4.8,1,0,19,1,420.7480466526469,1,0,108,7,56,178,234,3015.959929790929,257.12639601496863,437.9299220776846,96.06361597436438
1648,22.30501,114.17155,Yau Tsim Mong,353,Entire home/apt,6,0,6,0,88,1.1,4.81,1,288,19,1,517.0652204431731,0,0,90,12,54,173,227,3105.351635233992,357.9161467821192,451.5523919688489,195.13031158043717
